dataset_name,num_desired_features,num_selected_features,test_accuracy,test_accuracy_std,model_name,selection_algorithm,valuation_method,include_lowest,CPU_time,Wall_time
ALLAML,62,38,100.0,0.0,RandomForest,KGroups_max,gini_importance,False,0:03:10.093280,0:03:11.472509
CLL_SUB_111,58,46,86.4,7.249999999999999,RandomForest,KGroups_max,gini_importance,False,0:04:07.989286,0:04:09.736135
Carcinom,95,80,91.93,3.8,RandomForest,KGroups_max,gini_importance,False,0:05:40.651266,0:05:42.936460
GLIOMA,56,43,90.0,10.0,RandomForest,KGroups_max,gini_importance,False,0:03:27.638383,0:03:29.134537
GLI_85,70,42,96.47,3.22,RandomForest,KGroups_max,gini_importance,False,0:03:27.341572,0:03:28.844341
Prostate_GE,26,22,94.14,8.02,RandomForest,KGroups_max,gini_importance,False,0:03:28.857845,0:03:30.358402
SMK_CAN_187,41,34,73.8,11.54,RandomForest,KGroups_max,gini_importance,False,0:04:34.662159,0:04:36.624435
TOX_171,94,65,77.23,9.02,RandomForest,KGroups_max,gini_importance,False,0:05:02.459330,0:05:04.684754
colon,42,30,90.0,10.87,RandomForest,KGroups_max,gini_importance,False,0:03:12.695626,0:03:14.081593
leukemia,15,14,100.0,0.0,RandomForest,KGroups_max,gini_importance,False,0:03:05.648668,0:03:06.979800
lung,52,42,97.02,2.72,RandomForest,KGroups_max,gini_importance,False,0:04:59.458193,0:05:01.554066
lung_discrete,96,63,88.94999999999999,10.87,RandomForest,KGroups_max,gini_importance,False,0:03:42.807906,0:03:44.455533
lymphoma,35,33,89.74,8.55,RandomForest,KGroups_max,gini_importance,False,0:04:06.607258,0:04:08.581615
nci9,87,53,73.33,9.13,RandomForest,KGroups_max,gini_importance,False,0:03:50.346205,0:03:52.043720
