dataset_name,num_desired_features,num_selected_features,test_accuracy,test_accuracy_std,model_name,selection_algorithm,valuation_method,include_lowest,CPU_time,Wall_time
ALLAML,4,4,100.0,0.0,GaussianNB,KGroups_max++,gini_importance,False,0:03:06.471416,0:03:07.842639
CLL_SUB_111,96,43,80.2,6.0,GaussianNB,KGroups_max++,gini_importance,False,0:03:55.771993,0:03:57.482034
Carcinom,93,58,75.29,12.69,GaussianNB,KGroups_max++,gini_importance,False,0:05:13.257775,0:05:15.425674
GLIOMA,73,42,86.0,8.94,GaussianNB,KGroups_max++,gini_importance,False,0:03:22.049619,0:03:23.489619
GLI_85,22,14,95.29,2.63,GaussianNB,KGroups_max++,gini_importance,False,0:03:17.825728,0:03:19.271460
Prostate_GE,7,6,96.05,6.510000000000001,GaussianNB,KGroups_max++,gini_importance,False,0:03:18.878260,0:03:20.348666
SMK_CAN_187,11,9,76.46,9.54,GaussianNB,KGroups_max++,gini_importance,False,0:04:19.100585,0:04:20.988541
TOX_171,66,35,67.28,6.16,GaussianNB,KGroups_max++,gini_importance,False,0:04:36.465720,0:04:38.438830
colon,17,10,90.0,10.87,GaussianNB,KGroups_max++,gini_importance,False,0:03:02.790951,0:03:04.121933
leukemia,9,8,98.67,2.98,GaussianNB,KGroups_max++,gini_importance,False,0:03:03.065812,0:03:04.412256
lung,6,6,94.59,2.06,GaussianNB,KGroups_max++,gini_importance,False,0:04:33.194944,0:04:35.149217
lung_discrete,7,6,73.61999999999999,13.22,GaussianNB,KGroups_max++,gini_importance,False,0:03:34.264634,0:03:35.798135
lymphoma,24,19,69.95,10.55,GaussianNB,KGroups_max++,gini_importance,False,0:03:56.005921,0:03:57.652623
nci9,8,7,61.67,9.5,GaussianNB,KGroups_max++,gini_importance,False,0:03:42.073888,0:03:43.624996
