dataset_name,num_desired_features,num_selected_features,test_accuracy,test_accuracy_std,model_name,selection_algorithm,valuation_method,include_lowest,CPU_time,Wall_time
ALLAML,14,5,95.81,6.34,KNeighbors,KGroups_max,variance,False,0:02:46.253205,0:02:47.414364
CLL_SUB_111,2,2,69.45,7.61,KNeighbors,KGroups_max,variance,False,0:03:21.670529,0:03:23.083337
Carcinom,32,7,72.44,3.03,KNeighbors,KGroups_max,variance,False,0:04:17.421445,0:04:19.153413
GLIOMA,17,7,82.0,10.95,KNeighbors,KGroups_max,variance,False,0:02:57.994836,0:02:59.233641
GLI_85,36,7,87.06,7.670000000000001,KNeighbors,KGroups_max,variance,False,0:03:02.276264,0:03:03.558826
Prostate_GE,34,11,94.14,6.460000000000001,KNeighbors,KGroups_max,variance,False,0:03:03.566591,0:03:04.865999
SMK_CAN_187,46,6,64.2,10.06,KNeighbors,KGroups_max,variance,False,0:03:36.035397,0:03:37.557657
TOX_171,27,6,54.96,9.94,KNeighbors,KGroups_max,variance,False,0:03:52.159352,0:03:53.761940
colon,13,6,79.10000000000001,3.94,KNeighbors,KGroups_max,variance,False,0:02:52.097250,0:02:53.404541
leukemia,11,5,98.67,2.98,KNeighbors,KGroups_max,variance,False,0:02:51.452831,0:02:52.813335
lung,27,6,87.67,3.96,KNeighbors,KGroups_max,variance,False,0:03:53.412331,0:03:55.256042
lung_discrete,8,4,65.81,6.279999999999999,KNeighbors,KGroups_max,variance,False,0:03:19.377575,0:03:20.924669
lymphoma,34,5,59.47,10.12,KNeighbors,KGroups_max,variance,False,0:03:31.008875,0:03:32.702139
nci9,4,4,26.67,3.73,KNeighbors,KGroups_max,variance,False,0:03:17.680809,0:03:19.191591
