dataset_name,num_desired_features,num_selected_features,test_accuracy,test_accuracy_std,model_name,selection_algorithm,valuation_method,include_lowest,CPU_time,Wall_time
ALLAML,2,2,97.24,3.790000000000001,KNeighbors,KGroups_max++,Fvalue,False,0:03:06.723551,0:03:08.064808
CLL_SUB_111,9,7,75.69,3.9,KNeighbors,KGroups_max++,Fvalue,False,0:03:46.879741,0:03:48.509407
Carcinom,68,5,35.63,6.550000000000001,KNeighbors,KGroups_max++,Fvalue,False,0:04:22.851643,0:04:24.621912
GLIOMA,4,4,86.0,11.4,KNeighbors,KGroups_max++,Fvalue,False,0:03:10.268078,0:03:11.630212
GLI_85,53,38,95.29,4.92,KNeighbors,KGroups_max++,Fvalue,False,0:03:26.870238,0:03:28.349920
Prostate_GE,10,8,95.1,6.13,KNeighbors,KGroups_max++,Fvalue,False,0:03:18.118985,0:03:19.575384
SMK_CAN_187,24,22,74.27,10.26,KNeighbors,KGroups_max++,Fvalue,False,0:04:36.560100,0:04:38.552654
TOX_171,69,38,65.48,5.38,KNeighbors,KGroups_max++,Fvalue,False,0:04:42.620698,0:04:44.638923
colon,34,25,91.67,10.21,KNeighbors,KGroups_max++,Fvalue,False,0:03:08.750120,0:03:10.125273
leukemia,67,20,100.0,0.0,KNeighbors,KGroups_max++,Fvalue,False,0:02:59.924669,0:03:01.237197
lung,65,29,96.52,3.34,KNeighbors,KGroups_max++,Fvalue,False,0:04:23.307222,0:04:25.219663
lung_discrete,79,48,90.29,4.17,KNeighbors,KGroups_max++,Fvalue,False,0:03:38.246279,0:03:39.783908
lymphoma,99,64,91.63,7.090000000000001,KNeighbors,KGroups_max++,Fvalue,False,0:03:59.032128,0:04:00.684199
nci9,2,2,26.67,6.97,KNeighbors,KGroups_max++,Fvalue,False,0:03:08.694658,0:03:10.001389
