dataset_name,num_desired_features,num_selected_features,test_accuracy,test_accuracy_std,model_name,selection_algorithm,valuation_method,include_lowest,CPU_time,Wall_time
ALLAML,4,4,96.0,5.96,XGB,KGroups_max++,entropy,False,0:03:11.657701,0:03:13.005234
CLL_SUB_111,2,2,61.23,13.58,XGB,KGroups_max++,entropy,False,0:03:17.554590,0:03:18.961474
Carcinom,86,86,87.33,6.03,XGB,KGroups_max++,entropy,False,0:05:38.645199,0:05:40.882485
GLIOMA,5,5,80.0,10.0,XGB,KGroups_max++,entropy,False,0:03:25.693991,0:03:27.130596
GLI_85,2,2,84.71,5.26,XGB,KGroups_max++,entropy,False,0:03:02.137944,0:03:03.452093
Prostate_GE,40,40,94.1,6.45,XGB,KGroups_max++,entropy,False,0:03:34.172787,0:03:35.682579
SMK_CAN_187,44,43,73.33,12.83,XGB,KGroups_max++,entropy,False,0:04:45.938345,0:04:47.964797
TOX_171,5,5,56.76,5.27,XGB,KGroups_max++,entropy,False,0:04:14.064093,0:04:15.828567
colon,27,19,95.0,7.449999999999999,XGB,KGroups_max++,entropy,False,0:03:08.322787,0:03:09.658946
leukemia,67,61,100.0,0.0,XGB,KGroups_max++,entropy,False,0:03:09.690254,0:03:11.019200
lung,98,90,94.59,5.56,XGB,KGroups_max++,entropy,False,0:04:59.299951,0:05:01.389693
lung_discrete,46,35,90.48,9.06,XGB,KGroups_max++,entropy,False,0:03:38.352945,0:03:39.854620
lymphoma,42,31,87.63,10.51,XGB,KGroups_max++,entropy,False,0:03:57.771470,0:03:59.392175
nci9,25,25,60.0,6.97,XGB,KGroups_max++,entropy,False,0:03:56.166544,0:03:57.773880
