dataset_name,num_desired_features,num_selected_features,test_accuracy,test_accuracy_std,model_name,selection_algorithm,valuation_method,include_lowest,CPU_time,Wall_time
ALLAML,12,8,94.57,5.609999999999999,XGB,SCSIG,cosine_sim + mutual_info,False,0:03:02.242965,0:03:04.664805
BASEHOCK,100,37,91.42,2.69,XGB,SCSIG,cosine_sim + mutual_info,False,0:12:33.907288,0:12:39.787111
CLL_SUB_111,15,5,82.80999999999999,12.26,XGB,SCSIG,cosine_sim + mutual_info,False,0:03:25.787498,0:03:27.177358
COIL20,94,85,89.86,2.98,XGB,SCSIG,cosine_sim + mutual_info,False,0:26:03.672722,0:26:12.940035
Carcinom,62,62,69.44,30.73,XGB,SCSIG,cosine_sim + mutual_info,False,0:09:50.249266,0:01:51.972761
GLIOMA,9,5,76.0,8.94,XGB,SCSIG,cosine_sim + mutual_info,False,0:03:06.892410,0:03:08.131208
GLI_85,14,6,95.29,2.63,XGB,SCSIG,cosine_sim + mutual_info,False,0:03:06.604801,0:03:07.868026
Isolet,91,77,83.21,2.9000000000000004,XGB,SCSIG,cosine_sim + mutual_info,False,0:39:59.255538,0:40:14.844980
ORL,36,17,60.0,4.84,XGB,SCSIG,cosine_sim + mutual_info,False,0:11:31.158718,0:11:35.360012
PCMAC,92,30,86.67,1.98,XGB,SCSIG,cosine_sim + mutual_info,False,0:13:03.643983,0:13:09.700545
Prostate_GE,93,50,96.1,5.35,XGB,SCSIG,cosine_sim + mutual_info,False,0:03:12.628440,0:03:13.937248
RELATHE,83,29,78.91,2.4299999999999997,XGB,SCSIG,cosine_sim + mutual_info,False,0:10:04.026474,0:10:08.685081
SMK_CAN_187,75,22,75.39,11.18,XGB,SCSIG,cosine_sim + mutual_info,False,0:03:44.532226,0:03:46.065475
TOX_171,37,37,69.08,9.93,XGB,SCSIG,cosine_sim + mutual_info,False,0:05:12.596883,0:05:14.578001
USPS,48,15,92.68,1.59,XGB,SCSIG,cosine_sim + mutual_info,False,1:43:45.245727,1:44:29.411984
Yale,45,45,69.69999999999999,5.67,XGB,SCSIG,cosine_sim + mutual_info,False,0:06:29.423323,0:06:31.946000
arcene,79,26,89.0,5.18,XGB,SCSIG,cosine_sim + mutual_info,False,0:03:50.600462,0:03:52.329675
colon,75,37,90.26,8.91,XGB,SCSIG,cosine_sim + mutual_info,False,0:02:56.790178,0:02:57.975375
gisette,100,45,96.09,0.77,XGB,SCSIG,cosine_sim + mutual_info,False,0:50:08.007034,0:50:30.580413
leukemia,62,41,98.67,2.98,XGB,SCSIG,cosine_sim + mutual_info,False,0:02:54.730570,0:02:55.891195
lung,11,11,94.57,3.64,XGB,SCSIG,cosine_sim + mutual_info,False,0:05:08.984857,0:05:10.968493
lung_discrete,72,72,87.81,5.35,XGB,SCSIG,cosine_sim + mutual_info,False,0:03:37.352284,0:03:38.746574
lymphoma,85,68,87.68,11.5,XGB,SCSIG,cosine_sim + mutual_info,False,0:03:51.774803,0:03:53.267489
madelon,80,11,82.77,1.17,XGB,SCSIG,cosine_sim + mutual_info,False,0:19:33.912454,0:19:42.403699
nci9,84,84,61.67,7.449999999999999,XGB,SCSIG,cosine_sim + mutual_info,False,0:03:49.635127,0:03:51.085125
orlraws10P,92,92,88.0,9.75,XGB,SCSIG,cosine_sim + mutual_info,False,0:04:37.024596,0:04:38.896538
pixraw10P,2,2,0.0,,XGB,SCSIG,cosine_sim + mutual_info,False,0:06:45.587645,0:01:22.987030
warpAR10P,19,19,80.0,11.98,XGB,SCSIG,cosine_sim + mutual_info,False,0:05:03.618551,0:05:05.682607
warpPIE10P,82,82,93.81,5.48,XGB,SCSIG,cosine_sim + mutual_info,False,0:05:52.258847,0:05:54.638392
