dataset_name,num_desired_features,num_selected_features,test_accuracy,test_accuracy_std,model_name,selection_algorithm,valuation_method,CPU_time,Wall_time
ALLAML,95,95,97.24,3.790000000000001,GaussianNB,mRMR_FCD,FCD,1:37:58.798532,1:38:25.818718
CLL_SUB_111,2,2,58.620000000000005,8.88,GaussianNB,mRMR_FCD,FCD,2:37:14.989451,2:37:59.664724
Carcinom,97,97,59.16,10.17,GaussianNB,mRMR_FCD,FCD,2:13:24.967751,2:14:12.139300
GLIOMA,38,38,70.0,7.07,GaussianNB,mRMR_FCD,FCD,1:01:35.566084,1:01:53.051710
GLI_85,45,45,94.12,4.16,GaussianNB,mRMR_FCD,FCD,5:04:21.460837,5:05:49.760949
Prostate_GE,12,12,94.1,6.45,GaussianNB,mRMR_FCD,FCD,1:24:10.218438,1:24:35.980895
SMK_CAN_187,12,12,75.39,13.05,GaussianNB,mRMR_FCD,FCD,4:42:25.818729,4:43:57.381588
TOX_171,4,4,64.94,10.03,GaussianNB,mRMR_FCD,FCD,1:22:42.057480,1:23:08.806675
colon,35,35,90.13,13.72,GaussianNB,mRMR_FCD,FCD,0:29:54.963786,0:30:05.252583
leukemia,5,5,98.67,2.98,GaussianNB,mRMR_FCD,FCD,1:37:29.465045,1:38:00.538644
lung,2,2,82.26,3.29,GaussianNB,mRMR_FCD,FCD,0:51:36.473316,0:51:56.179108
lung_discrete,11,11,76.75999999999999,5.6899999999999995,GaussianNB,mRMR_FCD,FCD,0:08:58.248940,0:09:01.990549
lymphoma,26,26,68.95,12.4,GaussianNB,mRMR_FCD,FCD,0:57:04.548637,0:57:27.080376
nci9,18,18,63.33,9.5,GaussianNB,mRMR_FCD,FCD,2:10:49.419368,2:11:43.083458
