dataset_name,num_desired_features,num_selected_features,test_accuracy,test_accuracy_std,model_name,selection_algorithm,valuation_method,CPU_time,Wall_time
ALLAML,21,21,96.0,5.96,XGB,mRMR_MIQ,MIQ,14:33:52.214913,14:39:15.144907
CLL_SUB_111,89,89,84.66,6.94,XGB,mRMR_MIQ,MIQ,"1 day, 2:23:03.379475","1 day, 2:32:42.600313"
Carcinom,100,100,86.77,5.220000000000001,XGB,mRMR_MIQ,MIQ,"1 day, 2:21:19.934978","1 day, 2:33:25.782916"
GLIOMA,99,99,82.0,24.9,XGB,mRMR_MIQ,MIQ,8:32:09.978225,8:35:26.300570
GLI_85,43,43,97.65,3.22,XGB,mRMR_MIQ,MIQ,"1 day, 22:36:46.094495","1 day, 22:54:23.601199"
Prostate_GE,65,65,96.05,4.17,XGB,mRMR_MIQ,MIQ,13:21:12.769066,13:26:12.889063
SMK_CAN_187,84,84,66.29,10.07,XGB,mRMR_MIQ,MIQ,"2 days, 7:23:14.779992","2 days, 7:50:44.606205"
TOX_171,41,41,70.78999999999999,4.34,XGB,mRMR_MIQ,MIQ,15:43:12.854638,15:49:38.609831
colon,46,46,90.0,9.13,XGB,mRMR_MIQ,MIQ,4:04:04.821384,4:05:45.987980
leukemia,98,98,97.24,3.790000000000001,XGB,mRMR_MIQ,MIQ,15:31:29.695854,15:37:30.560879
lung,78,78,94.06,4.53,XGB,mRMR_MIQ,MIQ,10:18:26.494641,10:22:48.791812
lung_discrete,97,97,87.52,7.75,XGB,mRMR_MIQ,MIQ,0:47:08.303941,0:47:28.655683
lymphoma,78,78,80.36999999999999,10.74,XGB,mRMR_MIQ,MIQ,9:12:10.942799,9:16:00.155747
nci9,94,94,33.33,11.79,XGB,mRMR_MIQ,MIQ,21:15:30.036436,21:27:03.967951
