dataset_name,num_desired_features,num_selected_features,test_accuracy,test_accuracy_std,model_name,selection_algorithm,valuation_method,CPU_time,Wall_time
ALLAML,89,89,80.47999999999999,6.15,RandomForest,KBest,entropy,0:03:14.276549,0:03:15.453454
CLL_SUB_111,89,89,67.51,10.53,RandomForest,KBest,entropy,0:04:11.117514,0:04:12.529056
Carcinom,94,94,77.55,6.09,RandomForest,KBest,entropy,0:12:31.324573,0:02:23.613681
GLIOMA,38,38,66.0,8.94,RandomForest,KBest,entropy,0:03:13.116741,0:03:14.149634
GLI_85,46,46,89.41,7.670000000000001,RandomForest,KBest,entropy,0:03:25.857264,0:03:26.980496
Prostate_GE,51,51,88.24,5.66,RandomForest,KBest,entropy,0:03:26.373342,0:03:27.528785
SMK_CAN_187,43,43,65.23,13.94,RandomForest,KBest,entropy,0:04:39.057105,0:04:40.629975
TOX_171,68,68,55.010000000000005,8.91,RandomForest,KBest,entropy,0:12:21.153157,0:02:32.800400
colon,77,77,85.50999999999999,3.5000000000000004,RandomForest,KBest,entropy,0:03:04.813244,0:03:05.851866
leukemia,95,95,83.24000000000001,6.619999999999999,RandomForest,KBest,entropy,0:03:04.834904,0:03:05.859129
lung,48,48,90.11,5.83,RandomForest,KBest,entropy,0:05:26.782379,0:05:28.488310
lung_discrete,94,94,86.19,11.09,RandomForest,KBest,entropy,0:03:24.052880,0:03:25.147044
lymphoma,86,86,74.11,9.01,RandomForest,KBest,entropy,0:03:50.738032,0:03:51.973655
nci9,71,71,41.67,5.89,RandomForest,KBest,entropy,0:03:37.493249,0:03:38.651355
