dataset_name,num_desired_features,num_selected_features,test_accuracy,test_accuracy_std,model_name,selection_algorithm,valuation_method,CPU_time,Wall_time
ALLAML,12,12,98.67,2.98,GaussianNB,mRMR_RFCQ,RFCQ,1:39:12.769791,1:39:40.406768
CLL_SUB_111,70,70,89.17,2.5700000000000003,GaussianNB,mRMR_RFCQ,RFCQ,2:40:00.484153,2:40:50.707500
Carcinom,31,31,79.28,7.26,GaussianNB,mRMR_RFCQ,RFCQ,2:18:27.268740,2:19:18.203274
GLIOMA,7,7,80.0,7.07,GaussianNB,mRMR_RFCQ,RFCQ,1:02:37.577286,1:02:55.164910
GLI_85,6,6,91.76,6.710000000000001,GaussianNB,mRMR_RFCQ,RFCQ,5:10:35.566508,5:12:26.407887
Prostate_GE,14,14,95.1,6.99,GaussianNB,mRMR_RFCQ,RFCQ,1:25:36.507073,1:26:02.581538
SMK_CAN_187,23,23,75.92,9.4,GaussianNB,mRMR_RFCQ,RFCQ,4:48:43.106592,4:51:21.065478
TOX_171,80,80,81.31,6.98,GaussianNB,mRMR_RFCQ,RFCQ,1:26:03.237936,1:26:34.879077
colon,65,65,88.46000000000001,12.68,GaussianNB,mRMR_RFCQ,RFCQ,0:31:00.620622,0:31:11.439446
leukemia,40,40,98.67,2.98,GaussianNB,mRMR_RFCQ,RFCQ,1:39:05.414983,1:39:37.050223
lung,19,19,93.11,4.68,GaussianNB,mRMR_RFCQ,RFCQ,0:54:47.567376,0:55:08.364536
lung_discrete,13,13,76.57000000000001,12.1,GaussianNB,mRMR_RFCQ,RFCQ,0:10:12.469372,0:10:16.756803
lymphoma,14,14,74.0,3.19,GaussianNB,mRMR_RFCQ,RFCQ,0:58:37.173201,0:58:58.681739
nci9,28,28,50.0,11.79,GaussianNB,mRMR_RFCQ,RFCQ,2:11:09.153754,2:11:51.463877
