dataset_name,num_desired_features,num_selected_features,test_accuracy,test_accuracy_std,model_name,selection_algorithm,valuation_method,CPU_time,Wall_time
ALLAML,22,22,98.57,3.19,MLP,KBest,mutual_info,0:03:12.924337,0:03:14.109770
CLL_SUB_111,4,4,79.25,4.21,MLP,KBest,mutual_info,0:04:31.931684,0:04:33.578076
Carcinom,85,85,95.38,4.390000000000001,MLP,KBest,mutual_info,0:12:26.861622,0:02:12.244436
GLIOMA,81,81,90.0,0.0,MLP,KBest,mutual_info,0:03:26.318893,0:03:27.538377
GLI_85,54,54,96.47,3.22,MLP,KBest,mutual_info,0:03:57.178380,0:03:58.524642
Prostate_GE,20,20,96.05,6.510000000000001,MLP,KBest,mutual_info,0:03:29.613874,0:03:30.795875
SMK_CAN_187,3,3,71.08,14.29,MLP,KBest,mutual_info,0:05:08.060857,0:05:09.799868
TOX_171,58,58,67.24,8.450000000000001,MLP,KBest,mutual_info,0:14:14.499594,0:03:11.182414
colon,9,9,93.33,10.87,MLP,KBest,mutual_info,0:03:05.932231,0:03:06.976110
leukemia,48,48,100.0,0.0,MLP,KBest,mutual_info,0:03:03.982385,0:03:05.028144
lung,45,45,96.52,2.86,MLP,KBest,mutual_info,0:05:07.453404,0:05:09.102291
lung_discrete,64,64,91.71,5.79,MLP,KBest,mutual_info,0:03:25.798165,0:03:26.906062
lymphoma,77,77,95.79,6.859999999999999,MLP,KBest,mutual_info,0:04:11.724107,0:04:13.096238
nci9,90,90,45.0,9.5,MLP,KBest,mutual_info,0:04:34.227409,0:04:35.745435
