dataset_name,num_desired_features,num_selected_features,test_accuracy,test_accuracy_std,model_name,selection_algorithm,valuation_method,CPU_time,Wall_time
ALLAML,87,87,98.57,3.19,KNeighbors,mRMR_RFCQ,RFCQ,1:39:12.769791,1:39:40.406768
CLL_SUB_111,53,53,83.78999999999999,9.39,KNeighbors,mRMR_RFCQ,RFCQ,2:40:00.484153,2:40:50.707500
Carcinom,99,99,93.09,1.64,KNeighbors,mRMR_RFCQ,RFCQ,2:18:27.268740,2:19:18.203274
GLIOMA,88,88,90.0,7.07,KNeighbors,mRMR_RFCQ,RFCQ,1:02:37.577286,1:02:55.164910
GLI_85,47,47,96.47,3.22,KNeighbors,mRMR_RFCQ,RFCQ,5:10:35.566508,5:12:26.407887
Prostate_GE,53,53,95.05,8.66,KNeighbors,mRMR_RFCQ,RFCQ,1:25:36.507073,1:26:02.581538
SMK_CAN_187,88,88,76.49000000000001,12.01,KNeighbors,mRMR_RFCQ,RFCQ,4:48:43.106592,4:51:21.065478
TOX_171,65,65,79.53,3.61,KNeighbors,mRMR_RFCQ,RFCQ,1:26:03.237936,1:26:34.879077
colon,12,12,88.46000000000001,9.56,KNeighbors,mRMR_RFCQ,RFCQ,0:31:00.620622,0:31:11.439446
leukemia,21,21,100.0,0.0,KNeighbors,mRMR_RFCQ,RFCQ,1:39:05.414983,1:39:37.050223
lung,63,63,97.04,2.07,KNeighbors,mRMR_RFCQ,RFCQ,0:54:47.567376,0:55:08.364536
lung_discrete,93,93,89.05,7.630000000000001,KNeighbors,mRMR_RFCQ,RFCQ,0:10:12.469372,0:10:16.756803
lymphoma,67,67,95.79,2.35,KNeighbors,mRMR_RFCQ,RFCQ,0:58:37.173201,0:58:58.681739
nci9,56,56,75.0,10.21,KNeighbors,mRMR_RFCQ,RFCQ,2:11:09.153754,2:11:51.463877
