dataset_name,num_desired_features,num_selected_features,test_accuracy,test_accuracy_std,model_name,selection_algorithm,valuation_method,include_lowest,CPU_time,Wall_time
ALLAML,13,13,98.57,3.19,RandomForest,SCSIG_d++,cosine_sim + mutual_info,False,0:04:13.059693,0:01:03.257104
CLL_SUB_111,75,75,89.17,6.92,RandomForest,SCSIG_d++,cosine_sim + mutual_info,False,0:06:47.044380,0:01:21.658678
Carcinom,70,70,91.38,4.52,RandomForest,SCSIG_d++,cosine_sim + mutual_info,False,0:09:47.777520,0:01:53.709360
GLIOMA,66,65,86.0,8.94,RandomForest,SCSIG_d++,cosine_sim + mutual_info,False,0:02:31.755548,0:00:52.761808
GLI_85,43,43,97.65,3.22,RandomForest,SCSIG_d++,cosine_sim + mutual_info,False,0:05:30.449638,0:01:12.519569
Prostate_GE,12,12,95.1,6.99,RandomForest,SCSIG_d++,cosine_sim + mutual_info,False,0:06:03.396493,0:01:15.433900
SMK_CAN_187,24,24,77.0,15.96,RandomForest,SCSIG_d++,cosine_sim + mutual_info,False,0:11:53.854325,0:02:00.412660
TOX_171,99,99,73.75,8.72,RandomForest,SCSIG_d++,cosine_sim + mutual_info,False,0:10:00.345166,0:01:57.105254
colon,39,38,88.46000000000001,9.56,RandomForest,SCSIG_d++,cosine_sim + mutual_info,False,0:04:06.217863,0:01:03.205128
leukemia,42,42,100.0,0.0,RandomForest,SCSIG_d++,cosine_sim + mutual_info,False,0:03:47.093216,0:00:58.033124
lung,50,50,95.57,3.61,RandomForest,SCSIG_d++,cosine_sim + mutual_info,False,0:11:04.575534,0:02:00.335782
lung_discrete,42,37,89.05,3.72,RandomForest,SCSIG_d++,cosine_sim + mutual_info,False,0:04:52.408675,0:01:11.385949
lymphoma,53,52,92.74,4.62,RandomForest,SCSIG_d++,cosine_sim + mutual_info,False,0:07:19.359322,0:01:27.124486
nci9,84,84,60.0,10.87,RandomForest,SCSIG_d++,cosine_sim + mutual_info,False,0:04:32.707327,0:01:08.522864
