dataset_name,num_desired_features,num_selected_features,test_accuracy,test_accuracy_std,model_name,selection_algorithm,valuation_method,CPU_time,Wall_time
ALLAML,7,7,98.67,2.98,LinearSVC,mRMR_MID,MID,14:34:08.477700,14:39:29.250258
CLL_SUB_111,18,18,82.02000000000001,7.04,LinearSVC,mRMR_MID,MID,"1 day, 2:23:16.846346","1 day, 2:32:56.909724"
Carcinom,63,63,94.82,3.73,LinearSVC,mRMR_MID,MID,"1 day, 2:48:24.155054","1 day, 3:01:37.971197"
GLIOMA,4,4,84.0,8.94,LinearSVC,mRMR_MID,MID,8:36:49.028224,8:40:15.676237
GLI_85,14,14,90.59,10.69,LinearSVC,mRMR_MID,MID,"1 day, 22:41:17.466565","1 day, 23:00:30.275059"
Prostate_GE,87,87,95.1,3.54,LinearSVC,mRMR_MID,MID,13:42:27.751174,13:48:08.171638
SMK_CAN_187,18,18,67.91,11.81,LinearSVC,mRMR_MID,MID,"2 days, 10:15:22.337616","2 days, 10:38:47.514359"
TOX_171,93,93,67.21000000000001,4.16,LinearSVC,mRMR_MID,MID,0:46:59.223984,1:36:24.024318
colon,6,6,88.59,9.62,LinearSVC,mRMR_MID,MID,4:02:44.185275,4:04:22.174831
leukemia,48,48,98.67,2.98,LinearSVC,mRMR_MID,MID,16:24:41.600525,16:31:53.379742
lung,88,88,96.04,3.37,LinearSVC,mRMR_MID,MID,10:10:02.665140,10:14:27.048845
lung_discrete,32,32,90.38,7.7,LinearSVC,mRMR_MID,MID,0:41:45.358067,0:42:01.935437
lymphoma,68,68,92.74,5.94,LinearSVC,mRMR_MID,MID,9:20:46.412504,9:25:18.203003
nci9,81,81,40.0,14.91,LinearSVC,mRMR_MID,MID,22:37:08.862315,22:48:16.867290
