dataset_name,num_desired_features,num_selected_features,test_accuracy,test_accuracy_std,model_name,selection_algorithm,valuation_method,include_lowest,CPU_time,Wall_time
ALLAML,2,2,98.57,3.19,LinearSVC,SCSIG++,cosine_sim + mutual_info,False,0:02:19.278232,0:00:55.142417
CLL_SUB_111,53,14,80.2,9.36,LinearSVC,SCSIG++,cosine_sim + mutual_info,False,0:00:24.171873,0:00:45.121629
Carcinom,78,78,94.24,4.09,LinearSVC,SCSIG++,cosine_sim + mutual_info,False,0:09:38.447894,0:01:51.273908
GLIOMA,62,21,88.0,8.37,LinearSVC,SCSIG++,cosine_sim + mutual_info,False,0:00:19.144412,0:00:40.487845
GLI_85,48,18,92.94,2.63,LinearSVC,SCSIG++,cosine_sim + mutual_info,False,0:00:22.802136,0:00:43.540370
Prostate_GE,95,51,96.05,6.510000000000001,LinearSVC,SCSIG++,cosine_sim + mutual_info,False,0:03:44.187540,0:01:01.336971
SMK_CAN_187,27,9,72.19,6.18,LinearSVC,SCSIG++,cosine_sim + mutual_info,False,0:09:10.773603,0:01:35.714451
TOX_171,65,65,77.16,5.390000000000001,LinearSVC,SCSIG++,cosine_sim + mutual_info,False,0:09:38.601539,0:01:52.879736
colon,7,5,87.05000000000001,12.63,LinearSVC,SCSIG++,cosine_sim + mutual_info,False,0:00:20.737248,0:00:41.484881
leukemia,67,44,98.67,2.98,LinearSVC,SCSIG++,cosine_sim + mutual_info,False,0:02:08.474642,0:00:49.568983
lung,97,96,94.1,2.19,LinearSVC,SCSIG++,cosine_sim + mutual_info,False,0:11:45.735878,0:02:07.406861
lung_discrete,57,43,90.38,3.85,LinearSVC,SCSIG++,cosine_sim + mutual_info,False,0:04:15.852025,0:01:07.801275
lymphoma,65,52,91.84,10.38,LinearSVC,SCSIG++,cosine_sim + mutual_info,False,0:06:22.913464,0:01:20.773363
nci9,95,95,55.00000000000001,7.449999999999999,LinearSVC,SCSIG++,cosine_sim + mutual_info,False,0:05:04.465575,0:01:13.832263
