dataset_name,num_desired_features,num_selected_features,test_accuracy,test_accuracy_std,model_name,selection_algorithm,valuation_method,CPU_time,Wall_time
ALLAML,69,69,98.57,3.19,KNeighbors,mRMR_MID,MID,14:34:08.477700,14:39:29.250258
CLL_SUB_111,17,17,81.94,7.28,KNeighbors,mRMR_MID,MID,"1 day, 2:23:16.846346","1 day, 2:32:56.909724"
Carcinom,69,69,93.09,4.36,KNeighbors,mRMR_MID,MID,"1 day, 2:48:24.155054","1 day, 3:01:37.971197"
GLIOMA,4,4,84.0,8.94,KNeighbors,mRMR_MID,MID,8:36:49.028224,8:40:15.676237
GLI_85,23,23,96.47,5.26,KNeighbors,mRMR_MID,MID,"1 day, 22:41:17.466565","1 day, 23:00:30.275059"
Prostate_GE,46,46,96.05,6.510000000000001,KNeighbors,mRMR_MID,MID,13:42:27.751174,13:48:08.171638
SMK_CAN_187,6,6,70.53,14.61,KNeighbors,mRMR_MID,MID,"2 days, 10:15:22.337616","2 days, 10:38:47.514359"
TOX_171,19,19,74.3,5.4,KNeighbors,mRMR_MID,MID,0:46:59.223984,1:36:24.024318
colon,30,30,93.33,6.97,KNeighbors,mRMR_MID,MID,4:02:44.185275,4:04:22.174831
leukemia,18,18,100.0,0.0,KNeighbors,mRMR_MID,MID,16:24:41.600525,16:31:53.379742
lung,90,90,98.02,1.1,KNeighbors,mRMR_MID,MID,10:10:02.665140,10:14:27.048845
lung_discrete,61,61,90.38,3.85,KNeighbors,mRMR_MID,MID,0:41:45.358067,0:42:01.935437
lymphoma,76,76,93.68,5.7700000000000005,KNeighbors,mRMR_MID,MID,9:20:46.412504,9:25:18.203003
nci9,11,11,25.0,0.0,KNeighbors,mRMR_MID,MID,22:37:08.862315,22:48:16.867290
