dataset_name,num_desired_features,num_selected_features,test_accuracy,test_accuracy_std,model_name,selection_algorithm,valuation_method,CPU_time,Wall_time
ALLAML,97,97,84.57000000000001,6.21,MLP,KBest,variance,0:03:06.841324,0:03:07.953045
CLL_SUB_111,45,45,66.60000000000001,7.180000000000001,MLP,KBest,variance,0:04:07.912971,0:04:09.292484
Carcinom,91,91,82.17,4.32,MLP,KBest,variance,0:11:57.807648,0:02:17.040627
GLIOMA,94,94,82.0,16.43,MLP,KBest,variance,0:03:08.916026,0:03:09.934413
GLI_85,50,50,87.06,8.72,MLP,KBest,variance,0:03:13.760642,0:03:14.829668
Prostate_GE,73,73,71.57,6.370000000000001,MLP,KBest,variance,0:03:18.789850,0:03:19.906194
SMK_CAN_187,20,20,64.17,8.450000000000001,MLP,KBest,variance,0:04:28.664888,0:04:30.252968
TOX_171,74,74,64.35,7.13,MLP,KBest,variance,0:12:51.600436,0:02:42.396776
colon,93,93,80.51,7.430000000000001,MLP,KBest,variance,0:03:05.132722,0:03:06.172394
leukemia,3,3,93.05,8.75,MLP,KBest,variance,0:02:58.085365,0:02:59.071967
lung,98,98,96.05,3.3099999999999996,MLP,KBest,variance,0:05:12.733640,0:05:14.367243
lung_discrete,87,87,87.62,8.97,MLP,KBest,variance,0:03:24.505187,0:03:25.599800
lymphoma,86,86,84.53,11.85,MLP,KBest,variance,0:03:45.222060,0:03:46.428597
nci9,61,61,61.67,20.92,MLP,KBest,variance,0:03:32.915367,0:03:34.047082
