fit_time,fit_time_std,score_time,score_time_std,test_accuracy,test_accuracy_std,train_accuracy,train_accuracy_std,model_name,num_desired_features,num_selected_features,selection_algorithm,valuation_method,CPU_time,Wall_time,dataset_name
0.0022,0.0001,0.004,0.0001,52.16,8.75,59.89,1.1400000000000001,KNeighbors,2,2,mRMR,FCQ,0:57:16.072370,0:57:37.054054,lymphoma
0.0026,0.0001,0.0018,0.0001,62.529999999999994,3.9800000000000004,62.5,0.9900000000000001,LinearSVC,2,2,mRMR,FCQ,0:57:16.072370,0:57:37.054054,lymphoma
0.149,0.0001,0.0094,0.0005,51.160000000000004,11.88,63.28,0.5700000000000001,RandomForest,2,2,mRMR,FCQ,0:57:16.072370,0:57:37.054054,lymphoma
0.0791,0.0019,0.0042,0.0001,56.26,5.779999999999999,63.28,0.5700000000000001,XGB,2,2,mRMR,FCQ,0:57:16.072370,0:57:37.054054,lymphoma
0.1059,0.0004,0.0025,0.0001,55.16,10.459999999999999,63.28,0.5700000000000001,MLP,2,2,mRMR,FCQ,0:57:16.072370,0:57:37.054054,lymphoma
0.0025,0.0,0.002,0.0,24.05,16.16,29.43,3.7600000000000002,GaussianNB,2,2,mRMR,FCQ,0:57:16.072370,0:57:37.054054,lymphoma
0.0022,0.0001,0.004,0.0001,52.16,4.6,63.53,2.5700000000000003,KNeighbors,3,3,mRMR,FCQ,0:57:16.072370,0:57:37.054054,lymphoma
0.0027,0.0,0.0019,0.0001,64.58,5.74,66.66,1.35,LinearSVC,3,3,mRMR,FCQ,0:57:16.072370,0:57:37.054054,lymphoma
0.1511,0.0007,0.0096,0.0005,53.21,7.46,73.17,1.31,RandomForest,3,3,mRMR,FCQ,0:57:16.072370,0:57:37.054054,lymphoma
0.0907,0.0011,0.0044,0.0001,54.21,3.53,73.17,1.31,XGB,3,3,mRMR,FCQ,0:57:16.072370,0:57:37.054054,lymphoma
0.1105,0.0002,0.0025,0.0001,58.26,5.76,70.05,1.31,MLP,3,3,mRMR,FCQ,0:57:16.072370,0:57:37.054054,lymphoma
0.0025,0.0,0.002,0.0,30.159999999999997,11.18,35.42,5.6000000000000005,GaussianNB,3,3,mRMR,FCQ,0:57:16.072370,0:57:37.054054,lymphoma
0.0022,0.0001,0.004,0.0001,58.37,2.96,65.88000000000001,1.77,KNeighbors,4,4,mRMR,FCQ,0:57:16.072370,0:57:37.054054,lymphoma
0.0027,0.0001,0.0019,0.0001,61.529999999999994,7.41,69.28,2.54,LinearSVC,4,4,mRMR,FCQ,0:57:16.072370,0:57:37.054054,lymphoma
0.1523,0.0004,0.0098,0.0,54.21,6.34,83.86,1.47,RandomForest,4,4,mRMR,FCQ,0:57:16.072370,0:57:37.054054,lymphoma
0.0934,0.0024,0.0047,0.0001,54.26,5.66,83.6,1.13,XGB,4,4,mRMR,FCQ,0:57:16.072370,0:57:37.054054,lymphoma
0.1147,0.0002,0.0025,0.0,55.26,7.4399999999999995,74.48,1.94,MLP,4,4,mRMR,FCQ,0:57:16.072370,0:57:37.054054,lymphoma
0.0025,0.0,0.002,0.0,30.209999999999997,10.11,38.56,6.2700000000000005,GaussianNB,4,4,mRMR,FCQ,0:57:16.072370,0:57:37.054054,lymphoma
0.0022,0.0001,0.004,0.0001,58.26,5.76,66.93,2.93,KNeighbors,5,5,mRMR,FCQ,0:57:16.072370,0:57:37.054054,lymphoma
0.0028,0.0,0.0019,0.0,60.47,6.5,75.0,1.4200000000000002,LinearSVC,5,5,mRMR,FCQ,0:57:16.072370,0:57:37.054054,lymphoma
0.1527,0.0005,0.0096,0.0005,56.16,6.59,93.49,0.9199999999999999,RandomForest,5,5,mRMR,FCQ,0:57:16.072370,0:57:37.054054,lymphoma
0.093,0.0011,0.0048,0.0001,57.21000000000001,11.690000000000001,93.49,0.9199999999999999,XGB,5,5,mRMR,FCQ,0:57:16.072370,0:57:37.054054,lymphoma
