fit_time,fit_time_std,score_time,score_time_std,test_accuracy,test_accuracy_std,train_accuracy,train_accuracy_std,model_name,num_desired_features,num_selected_features,selection_algorithm,valuation_method,CPU_time,Wall_time,dataset_name
0.002,0.0001,0.0036,0.0001,50.760000000000005,6.529999999999999,57.89,2.58,KNeighbors,2,2,KBest,mutual_info,0:03:25.798165,0:03:26.906062,lung_discrete
0.0024,0.0,0.0018,0.0,57.620000000000005,6.63,57.54,1.68,LinearSVC,2,2,KBest,mutual_info,0:03:25.798165,0:03:26.906062,lung_discrete
0.1354,0.0002,0.0085,0.0,46.57,5.35,59.599999999999994,2.59,RandomForest,2,2,KBest,mutual_info,0:03:25.798165,0:03:26.906062,lung_discrete
0.0449,0.0006,0.0031,0.0001,50.760000000000005,6.529999999999999,59.599999999999994,2.59,XGB,2,2,KBest,mutual_info,0:03:25.798165,0:03:26.906062,lung_discrete
0.0979,0.0004,0.0023,0.0,54.949999999999996,9.27,59.260000000000005,1.92,MLP,2,2,KBest,mutual_info,0:03:25.798165,0:03:26.906062,lung_discrete
0.0023,0.0,0.0019,0.0,38.379999999999995,8.09,49.309999999999995,6.43,GaussianNB,2,2,KBest,mutual_info,0:03:25.798165,0:03:26.906062,lung_discrete
0.002,0.0001,0.0036,0.0001,56.19,8.84,63.7,2.1999999999999997,KNeighbors,3,3,KBest,mutual_info,0:03:25.798165,0:03:26.906062,lung_discrete
0.0024,0.0,0.0019,0.0001,52.0,9.77,59.58,4.2299999999999995,LinearSVC,3,3,KBest,mutual_info,0:03:25.798165,0:03:26.906062,lung_discrete
0.136,0.0001,0.0086,0.0,50.86000000000001,11.04,72.94,1.54,RandomForest,3,3,KBest,mutual_info,0:03:25.798165,0:03:26.906062,lung_discrete
0.0483,0.0005,0.0034,0.0001,54.669999999999995,8.37,72.94,1.54,XGB,3,3,KBest,mutual_info,0:03:25.798165,0:03:26.906062,lung_discrete
0.1005,0.0002,0.0022,0.0,54.949999999999996,7.9799999999999995,70.88,1.8599999999999999,MLP,3,3,KBest,mutual_info,0:03:25.798165,0:03:26.906062,lung_discrete
0.0023,0.0,0.0019,0.0,38.1,11.43,47.599999999999994,3.3000000000000003,GaussianNB,3,3,KBest,mutual_info,0:03:25.798165,0:03:26.906062,lung_discrete
0.002,0.0001,0.0036,0.0001,60.19,11.24,64.38000000000001,3.29,KNeighbors,4,4,KBest,mutual_info,0:03:25.798165,0:03:26.906062,lung_discrete
