fit_time,fit_time_std,score_time,score_time_std,test_accuracy,test_accuracy_std,train_accuracy,train_accuracy_std,model_name,num_desired_features,num_selected_features,selection_algorithm,valuation_method,CPU_time,Wall_time,dataset_name
0.002,0.0001,0.0033,0.0001,48.0,10.95,70.5,5.970000000000001,KNeighbors,2,2,mRMR,FCD,1:01:35.566084,1:01:53.051710,GLIOMA
0.0023,0.0,0.0017,0.0001,54.0,8.94,59.0,3.35,LinearSVC,2,2,mRMR,FCD,1:01:35.566084,1:01:53.051710,GLIOMA
0.1368,0.0002,0.0084,0.0001,52.0,4.47,100.0,0.0,RandomForest,2,2,mRMR,FCD,1:01:35.566084,1:01:53.051710,GLIOMA
0.0319,0.0008,0.0033,0.0001,52.0,14.829999999999998,100.0,0.0,XGB,2,2,mRMR,FCD,1:01:35.566084,1:01:53.051710,GLIOMA
0.0894,0.0002,0.0023,0.0001,62.0,13.04,68.0,4.109999999999999,MLP,2,2,mRMR,FCD,1:01:35.566084,1:01:53.051710,GLIOMA
0.0021,0.0,0.0018,0.0,50.0,23.45,68.0,3.26,GaussianNB,2,2,mRMR,FCD,1:01:35.566084,1:01:53.051710,GLIOMA
0.002,0.0001,0.0033,0.0001,60.0,17.32,73.5,6.2700000000000005,KNeighbors,3,3,mRMR,FCD,1:01:35.566084,1:01:53.051710,GLIOMA
0.0023,0.0,0.0017,0.0001,44.0,5.48,65.5,4.109999999999999,LinearSVC,3,3,mRMR,FCD,1:01:35.566084,1:01:53.051710,GLIOMA
0.1368,0.0002,0.0084,0.0001,68.0,8.37,100.0,0.0,RandomForest,3,3,mRMR,FCD,1:01:35.566084,1:01:53.051710,GLIOMA
0.0309,0.0005,0.0035,0.0001,56.00000000000001,5.48,100.0,0.0,XGB,3,3,mRMR,FCD,1:01:35.566084,1:01:53.051710,GLIOMA
0.0899,0.0003,0.0023,0.0,60.0,7.07,71.5,6.98,MLP,3,3,mRMR,FCD,1:01:35.566084,1:01:53.051710,GLIOMA
0.0021,0.0,0.0018,0.0,52.0,8.37,78.0,5.42,GaussianNB,3,3,mRMR,FCD,1:01:35.566084,1:01:53.051710,GLIOMA
