fit_time,fit_time_std,score_time,score_time_std,test_accuracy,test_accuracy_std,train_accuracy,train_accuracy_std,model_name,num_desired_features,num_selected_features,selection_algorithm,valuation_method,CPU_time,Wall_time,dataset_name
0.002,0.0001,0.0038,0.0001,59.45,3.3099999999999996,76.35,2.22,KNeighbors,2,2,mRMR,FCQ,2:37:05.307981,2:37:51.896607,CLL_SUB_111
0.0023,0.0,0.0017,0.0001,66.72,7.9,66.67,1.68,LinearSVC,2,2,mRMR,FCQ,2:37:05.307981,2:37:51.896607,CLL_SUB_111
0.1461,0.0004,0.0086,0.0,64.86,8.12,100.0,0.0,RandomForest,2,2,mRMR,FCQ,2:37:05.307981,2:37:51.896607,CLL_SUB_111
0.0355,0.0014,0.003,0.0001,58.46,12.07,100.0,0.0,XGB,2,2,mRMR,FCQ,2:37:05.307981,2:37:51.896607,CLL_SUB_111
0.1073,0.0003,0.0023,0.0,66.67999999999999,6.77,68.25,2.39,MLP,2,2,mRMR,FCQ,2:37:05.307981,2:37:51.896607,CLL_SUB_111
0.0021,0.0001,0.0018,0.0,58.58,8.58,59.21999999999999,5.8500000000000005,GaussianNB,2,2,mRMR,FCQ,2:37:05.307981,2:37:51.896607,CLL_SUB_111
0.002,0.0001,0.0038,0.0001,64.03,5.76,79.72,1.48,KNeighbors,3,3,mRMR,FCQ,2:37:05.307981,2:37:51.896607,CLL_SUB_111
0.0023,0.0,0.0017,0.0001,67.63,10.040000000000001,68.47,3.1199999999999997,LinearSVC,3,3,mRMR,FCQ,2:37:05.307981,2:37:51.896607,CLL_SUB_111
0.1466,0.0003,0.0086,0.0,65.73,4.34,100.0,0.0,RandomForest,3,3,mRMR,FCQ,2:37:05.307981,2:37:51.896607,CLL_SUB_111
0.0357,0.0011,0.0032,0.0001,56.76,6.819999999999999,100.0,0.0,XGB,3,3,mRMR,FCQ,2:37:05.307981,2:37:51.896607,CLL_SUB_111
0.11,0.0004,0.0023,0.0001,66.64,2.8000000000000003,74.32,3.6799999999999997,MLP,3,3,mRMR,FCQ,2:37:05.307981,2:37:51.896607,CLL_SUB_111
0.0021,0.0,0.0018,0.0,53.99,10.13,58.550000000000004,5.24,GaussianNB,3,3,mRMR,FCQ,2:37:05.307981,2:37:51.896607,CLL_SUB_111
0.002,0.0001,0.0039,0.0001,63.949999999999996,13.270000000000001,77.92999999999999,0.97,KNeighbors,4,4,mRMR,FCQ,2:37:05.307981,2:37:51.896607,CLL_SUB_111
0.0023,0.0,0.0017,0.0,67.63,11.48,71.39999999999999,1.6400000000000001,LinearSVC,4,4,mRMR,FCQ,2:37:05.307981,2:37:51.896607,CLL_SUB_111
0.1495,0.0007,0.0085,0.0,64.94,8.21,100.0,0.0,RandomForest,4,4,mRMR,FCQ,2:37:05.307981,2:37:51.896607,CLL_SUB_111
0.037,0.0008,0.0034,0.0001,62.25000000000001,7.5,100.0,0.0,XGB,4,4,mRMR,FCQ,2:37:05.307981,2:37:51.896607,CLL_SUB_111
