fit_time,fit_time_std,score_time,score_time_std,test_accuracy,test_accuracy_std,train_accuracy,train_accuracy_std,model_name,num_desired_features,num_selected_features,selection_algorithm,valuation_method,CPU_time,Wall_time,dataset_name
0.0027,0.0001,0.0049,0.0001,54.48,13.780000000000001,58.199999999999996,3.39,KNeighbors,2,2,mRMR,RFCQ,0:10:12.469372,0:10:16.756803,lung_discrete
0.0031,0.0001,0.0023,0.0,49.14,8.98,53.410000000000004,3.54,LinearSVC,2,2,mRMR,RFCQ,0:10:12.469372,0:10:16.756803,lung_discrete
0.1705,0.0009,0.0114,0.0001,48.949999999999996,13.25,58.199999999999996,3.39,RandomForest,2,2,mRMR,RFCQ,0:10:12.469372,0:10:16.756803,lung_discrete
0.0759,0.0018,0.0046,0.0003,54.48,13.780000000000001,58.199999999999996,3.39,XGB,2,2,mRMR,RFCQ,0:10:12.469372,0:10:16.756803,lung_discrete
0.1117,0.0005,0.0027,0.0,51.9,9.120000000000001,57.52,2.86,MLP,2,2,mRMR,RFCQ,0:10:12.469372,0:10:16.756803,lung_discrete
0.003,0.0001,0.0025,0.0001,53.14,10.51,54.09,4.569999999999999,GaussianNB,2,2,mRMR,RFCQ,0:10:12.469372,0:10:16.756803,lung_discrete
0.0027,0.0001,0.0049,0.0001,56.00000000000001,8.82,61.99,1.7999999999999998,KNeighbors,3,3,mRMR,RFCQ,0:10:12.469372,0:10:16.756803,lung_discrete
0.0032,0.0001,0.0024,0.0,58.86,5.29,58.879999999999995,4.07,LinearSVC,3,3,mRMR,RFCQ,0:10:12.469372,0:10:16.756803,lung_discrete
0.1713,0.0003,0.0109,0.0008,42.19,12.2,71.23,3.66,RandomForest,3,3,mRMR,RFCQ,0:10:12.469372,0:10:16.756803,lung_discrete
0.0845,0.0031,0.0048,0.0002,47.52,16.18,70.89,3.81,XGB,3,3,mRMR,RFCQ,0:10:12.469372,0:10:16.756803,lung_discrete
0.1149,0.0003,0.0029,0.0001,50.29,16.7,63.349999999999994,2.29,MLP,3,3,mRMR,RFCQ,0:10:12.469372,0:10:16.756803,lung_discrete
0.003,0.0001,0.0025,0.0001,44.95,10.040000000000001,52.04,3.8600000000000003,GaussianNB,3,3,mRMR,RFCQ,0:10:12.469372,0:10:16.756803,lung_discrete
0.0027,0.0001,0.0049,0.0002,62.949999999999996,9.55,70.55,2.78,KNeighbors,4,4,mRMR,RFCQ,0:10:12.469372,0:10:16.756803,lung_discrete
0.0032,0.0001,0.0024,0.0001,60.29,5.36,68.81,4.4799999999999995,LinearSVC,4,4,mRMR,RFCQ,0:10:12.469372,0:10:16.756803,lung_discrete
0.173,0.0002,0.0103,0.0001,53.239999999999995,13.87,83.56,3.32,RandomForest,4,4,mRMR,RFCQ,0:10:12.469372,0:10:16.756803,lung_discrete
0.0828,0.0029,0.005,0.0001,54.56999999999999,13.389999999999999,83.56,3.32,XGB,4,4,mRMR,RFCQ,0:10:12.469372,0:10:16.756803,lung_discrete
0.1171,0.0007,0.0029,0.0001,61.519999999999996,12.15,77.39,2.63,MLP,4,4,mRMR,RFCQ,0:10:12.469372,0:10:16.756803,lung_discrete
0.0031,0.0001,0.0026,0.0001,43.519999999999996,15.260000000000002,55.17999999999999,8.86,GaussianNB,4,4,mRMR,RFCQ,0:10:12.469372,0:10:16.756803,lung_discrete
0.0028,0.0001,0.0048,0.0001,66.95,6.800000000000001,74.29,3.63,KNeighbors,5,5,mRMR,RFCQ,0:10:12.469372,0:10:16.756803,lung_discrete
0.0032,0.0,0.0024,0.0001,68.38,4.62,78.07,2.41,LinearSVC,5,5,mRMR,RFCQ,0:10:12.469372,0:10:16.756803,lung_discrete
0.1699,0.0006,0.0111,0.0006,64.19,6.99,92.12,2.6,RandomForest,5,5,mRMR,RFCQ,0:10:12.469372,0:10:16.756803,lung_discrete
0.0795,0.0022,0.0053,0.0001,62.86000000000001,8.66,91.78,2.2399999999999998,XGB,5,5,mRMR,RFCQ,0:10:12.469372,0:10:16.756803,lung_discrete
0.1196,0.0008,0.0029,0.0001,69.62,8.94,84.59,2.12,MLP,5,5,mRMR,RFCQ,0:10:12.469372,0:10:16.756803,lung_discrete
0.003,0.0,0.0025,0.0,50.29,16.3,61.68,9.17,GaussianNB,5,5,mRMR,RFCQ,0:10:12.469372,0:10:16.756803,lung_discrete
0.0028,0.0001,0.0049,0.0001,68.28999999999999,10.99,78.44,3.4299999999999997,KNeighbors,6,6,mRMR,RFCQ,0:10:12.469372,0:10:16.756803,lung_discrete
0.0033,0.0001,0.0024,0.0001,72.48,10.24,89.05,2.5100000000000002,LinearSVC,6,6,mRMR,RFCQ,0:10:12.469372,0:10:16.756803,lung_discrete
0.1733,0.0007,0.0108,0.0007,69.81,10.290000000000001,96.58,2.09,RandomForest,6,6,mRMR,RFCQ,0:10:12.469372,0:10:16.756803,lung_discrete
0.0765,0.0011,0.0055,0.0001,69.71000000000001,8.5,96.24000000000001,1.43,XGB,6,6,mRMR,RFCQ,0:10:12.469372,0:10:16.756803,lung_discrete
0.1202,0.0005,0.0029,0.0002,71.14,3.92,94.53,2.21,MLP,6,6,mRMR,RFCQ,0:10:12.469372,0:10:16.756803,lung_discrete
0.003,0.0001,0.0026,0.0,55.900000000000006,14.899999999999999,68.52000000000001,9.55,GaussianNB,6,6,mRMR,RFCQ,0:10:12.469372,0:10:16.756803,lung_discrete
0.0028,0.0001,0.005,0.0001,76.67,7.779999999999999,83.89,2.06,KNeighbors,7,7,mRMR,RFCQ,0:10:12.469372,0:10:16.756803,lung_discrete
0.0034,0.0001,0.0025,0.0001,73.9,6.17,90.06,1.9300000000000002,LinearSVC,7,7,mRMR,RFCQ,0:10:12.469372,0:10:16.756803,lung_discrete
