fit_time,fit_time_std,score_time,score_time_std,test_accuracy,test_accuracy_std,train_accuracy,train_accuracy_std,model_name,num_desired_features,num_selected_features,selection_algorithm,valuation_method,CPU_time,Wall_time,dataset_name
0.0015,0.0001,0.0164,0.0007,56.79,9.120000000000001,71.2,2.73,KNeighbors,2,2,mRMR,MID,0:46:59.223984,1:36:24.024318,TOX_171
0.0009,0.0002,0.0006,0.0001,61.480000000000004,9.07,65.5,2.67,LinearSVC,2,2,mRMR,MID,0:46:59.223984,1:36:24.024318,TOX_171
0.0963,0.0046,0.0145,0.0009,56.13,3.65,100.0,0.0,RandomForest,2,2,mRMR,MID,0:46:59.223984,1:36:24.024318,TOX_171
0.0457,0.0058,0.0021,0.0011,40.489999999999995,16.21,100.0,0.0,XGB,2,2,mRMR,MID,0:46:59.223984,1:36:24.024318,TOX_171
0.0339,0.001,0.0006,0.0001,63.83,9.719999999999999,67.69,2.5,MLP,2,2,mRMR,MID,0:46:59.223984,1:36:24.024318,TOX_171
0.0006,0.0,0.0005,0.0,60.870000000000005,6.22,67.55,2.19,GaussianNB,2,2,mRMR,MID,0:46:59.223984,1:36:24.024318,TOX_171
0.0017,0.0007,0.0168,0.0016,62.019999999999996,4.2700000000000005,74.42,1.8399999999999999,KNeighbors,3,3,mRMR,MID,0:46:59.223984,1:36:24.024318,TOX_171
0.0009,0.0001,0.0005,0.0001,66.75999999999999,9.29,69.16,2.3800000000000003,LinearSVC,3,3,mRMR,MID,0:46:59.223984,1:36:24.024318,TOX_171
0.0927,0.0153,0.0145,0.0007,69.04,7.99,100.0,0.0,RandomForest,3,3,mRMR,MID,0:46:59.223984,1:36:24.024318,TOX_171
0.023,0.0011,0.0014,0.0002,46.339999999999996,19.2,100.0,0.0,XGB,3,3,mRMR,MID,0:46:59.223984,1:36:24.024318,TOX_171
0.0409,0.0075,0.0008,0.0,67.9,7.01,72.23,2.0500000000000003,MLP,3,3,mRMR,MID,0:46:59.223984,1:36:24.024318,TOX_171
0.0007,0.0002,0.0005,0.0001,66.12,8.24,71.5,2.94,GaussianNB,3,3,mRMR,MID,0:46:59.223984,1:36:24.024318,TOX_171
0.0021,0.0005,0.0158,0.0014,63.260000000000005,10.45,79.97999999999999,2.52,KNeighbors,4,4,mRMR,MID,0:46:59.223984,1:36:24.024318,TOX_171
0.0009,0.0001,0.0005,0.0,62.029999999999994,5.779999999999999,70.32000000000001,1.94,LinearSVC,4,4,mRMR,MID,0:46:59.223984,1:36:24.024318,TOX_171
0.1039,0.0213,0.0149,0.0005,65.56,11.12,100.0,0.0,RandomForest,4,4,mRMR,MID,0:46:59.223984,1:36:24.024318,TOX_171
0.0236,0.0031,0.0016,0.0004,35.23,14.09,100.0,0.0,XGB,4,4,mRMR,MID,0:46:59.223984,1:36:24.024318,TOX_171
