dataset_name,num_desired_features,num_selected_features,test_accuracy,test_accuracy_std,model_name,selection_algorithm,valuation_method,include_lowest,CPU_time,Wall_time
ALLAML,18,14,100.0,0.0,GaussianNB,KGroups_max,gini_importance,False,0:03:13.964878,0:03:15.467015
CLL_SUB_111,88,61,82.77,8.21,GaussianNB,KGroups_max,gini_importance,False,0:04:11.682148,0:04:13.580751
Carcinom,40,37,80.45,4.2700000000000005,GaussianNB,KGroups_max,gini_importance,False,0:05:46.520100,0:05:49.119866
GLIOMA,7,7,86.0,5.48,GaussianNB,KGroups_max,gini_importance,False,0:03:31.743303,0:03:33.387298
GLI_85,3,3,94.12,4.16,GaussianNB,KGroups_max,gini_importance,False,0:03:31.194577,0:03:32.759279
Prostate_GE,11,10,93.19,9.43,GaussianNB,KGroups_max,gini_importance,False,0:03:32.937819,0:03:34.664730
SMK_CAN_187,8,8,76.46,9.07,GaussianNB,KGroups_max,gini_importance,False,0:04:38.591654,0:04:40.723926
TOX_171,82,58,73.68,5.510000000000001,GaussianNB,KGroups_max,gini_importance,False,0:05:05.051942,0:05:07.425931
colon,14,11,90.13,7.02,GaussianNB,KGroups_max,gini_importance,False,0:03:14.483314,0:03:15.965169
leukemia,21,16,98.67,2.98,GaussianNB,KGroups_max,gini_importance,False,0:03:08.519945,0:03:09.940862
lung,18,17,95.55,2.11,GaussianNB,KGroups_max,gini_importance,False,0:05:03.026028,0:05:05.286054
lung_discrete,44,32,75.24,9.46,GaussianNB,KGroups_max,gini_importance,False,0:03:46.170366,0:03:47.869325
lymphoma,23,22,72.11,12.57,GaussianNB,KGroups_max,gini_importance,False,0:04:09.830392,0:04:11.757773
nci9,42,29,53.33,9.5,GaussianNB,KGroups_max,gini_importance,False,0:03:54.220209,0:03:56.060907
