dataset_name,num_desired_features,num_selected_features,test_accuracy,test_accuracy_std,model_name,selection_algorithm,valuation_method,include_lowest,CPU_time,Wall_time
ALLAML,3,3,97.24,3.790000000000001,GaussianNB,KGroups_max++,variance,False,0:02:41.121873,0:02:42.056811
CLL_SUB_111,12,9,62.129999999999995,10.06,GaussianNB,KGroups_max++,variance,False,0:03:17.139021,0:03:18.275087
Carcinom,18,12,45.29,12.06,GaussianNB,KGroups_max++,variance,False,0:04:05.115976,0:04:06.502192
GLIOMA,3,3,50.0,25.5,GaussianNB,KGroups_max++,variance,False,0:02:52.838701,0:02:53.813728
GLI_85,7,6,88.24,9.3,GaussianNB,KGroups_max++,variance,False,0:02:58.841269,0:02:59.905320
Prostate_GE,2,2,89.24,7.340000000000001,GaussianNB,KGroups_max++,variance,False,0:03:00.475997,0:03:01.515246
SMK_CAN_187,5,4,65.7,18.51,GaussianNB,KGroups_max++,variance,False,0:03:29.897169,0:03:31.110578
TOX_171,11,8,61.45,6.64,GaussianNB,KGroups_max++,variance,False,0:03:41.657269,0:03:42.864506
colon,3,3,76.14999999999999,14.07,GaussianNB,KGroups_max++,variance,False,0:02:40.045826,0:02:40.928811
leukemia,9,6,98.67,2.98,GaussianNB,KGroups_max++,variance,False,0:02:37.881931,0:02:38.748868
lung,2,2,85.67,5.5,GaussianNB,KGroups_max++,variance,False,0:03:34.053077,0:03:35.221776
lung_discrete,9,6,62.95,4.24,GaussianNB,KGroups_max++,variance,False,0:02:55.722784,0:02:56.658664
lymphoma,9,6,68.74,3.790000000000001,GaussianNB,KGroups_max++,variance,False,0:03:06.681791,0:03:07.680469
nci9,11,8,45.0,16.24,GaussianNB,KGroups_max++,variance,False,0:03:03.035400,0:03:03.990477
